Title,Author,Rating,Want to Read
"Current Trends in Web Engineering: ICWE 2013 International Workshops ComposableWeb, QWE, MDWE, DMSSW, EMotions, CSE, SSN, and PhD Symposium, Aalborg, Denmark, July 8-12, 2013. Revised Selected Papers","Quan Z. Sheng, Jesper Kjeldskov",N/A,N/A
"Linking Game-Theoretical Approaches with Constructive Type Theory: Dialogical Strategies, CTT Demonstrations and the Axiom of Choice","Nicolas Clerbout, Shahid Rahman",N/A,N/A
Handbook of Continued Fractions for Special Functions,"Annie A.M. A.M. Cuyt, F. Backeljauw, Vigdis Petersen, C. Bonan-Hamada, Brigitte Verdonk, Haakon Waadeland, William B. Jones",N/A,N/A
Introduction to the History of Computing: A Computing History Primer,Gerard O'Regan,N/A,2 Want to read
Electronic Identity,"Norberto Nuno Gomes de Andrade, Lisha Chen-Wilson, David Argles, Gary Wills, Michele Schiano di Zenise",N/A,N/A
Computational Partial Differential Equations: Numerical Methods and Diffpack Programming,Hans P. Langtangen,N/A,N/A
Machine Learning in Medicine - Cookbook Two,"Ton J. J. Cleophas, Aeilko H. Zwinderman",N/A,N/A
Agent-based modelling of socio-technical systems,"Koen H. van Dam, Igor Nikolic, Zofia Lukszo",N/A,N/A
"Web Services and Formal Methods: 8th International Workshop, WS-FM 2011, Clermont-Ferrand, France, September 1-2, 2011, Revised Selected Papers","Marco Carbone, Jean-Marc Petit",N/A,N/A
Energy detection for spectrum sensing in cognitive radio,"Saman Atapattu, Chintha Tellambura, Hai Jiang",N/A,N/A
"FM 2014 : Formal Methods: 19th International Symposium, Singapore, May 12-16, 2014. Proceedings","Cliff Jones, Pekka Pihlajasaari, Jun Sun",N/A,N/A
"Probabilistic Graphical Models: 7th European Workshop, PGM 2014, Utrecht, the Netherlands, September 17-19, 2014. Proceedings","Linda C. van der Gaag, Ad J. Feelders",N/A,N/A
Professional Search in the Modern World: COST Action IC1002 on Multilingual and Multifaceted Interactive Information Access,"Georgios Paltoglou, Fernando Loizides, Preben Hansen",N/A,N/A
"Mining, Modeling, and Recommending 'Things' in Social Media: 4th International Workshops, MUSE 2013, Prague, Czech Republic, September 23, 2013, and MSM 2013, Paris, France, May 1, 2013, Revised Selected Papers","Martin Atzmueller, Alvin Chin, Christoph Scholz, Christoph Trattner",N/A,N/A
"Computer Applications for Graphics, Grid Computing, and Industrial Environment: International Conferences, GDC, IESH and CGAG 2012, Held As Part of the Future Generation Information Technology Conference, FGIT 2012, Gangneug, Korea, December 16-19, 2012. Proceedings","Tai-hoon Kim, Hyun-seob Cho, Osvaldo Gervasi, Stephen S. Yau",N/A,N/A
Continued Rise of the Cloud: Advances and Trends in Cloud Computing,Zaigham Mahmood,N/A,1 Want to read
"Broadband Communications, Networks and Systems: 7th International ICST Conference, BROADNETS 2010, Athens, Greece, October 25-27, 2010, Revised Selected Papers","Ioannis Tomkos, Georgios Ellinas, Prasun Sinha",N/A,N/A
"Adaptive Multimedia Retrieval : Semantics, Context, and Adaptation: 10th International Workshop, AMR 2012, Copenhagen, Denmark, October 24-25, 2012, Revised Selected Papers","Andreas Nürnberger, Sebastian Stober, Birger Larsen, Marcin Detyniecki",N/A,N/A
Self-* and P2P for Network Management: Design Principles and Case Studies,"Clarissa Cassales Marquezan, Lisandro Zambenedetti Granville",N/A,N/A
New Geometric Data Structures for Collision Detection and Haptics,René Weller,N/A,N/A
"Formal Aspects of Component Software: 17th International Symposium, FACS 2021, Virtual Event, October 28-29, 2021, Proceedings","Corina S Pasareanu, Gwen Salaün",N/A,N/A
"Applied Cryptography and Network Security: 12th International Conference, ACNS 2014, Lausanne, Switzerland, June 10-13, 2014. Proceedings","Ioana Boureanu, Philippe Owesarski, Serge Vaudenay",N/A,N/A
"Advances in Practical Applications of Heterogeneous Multi-Agent Systems - the PAAMS Collection: 12th International Conference, PAAMS 2014, Salamanca, Spain, June 4-6, 2014. Proceedings","Yves Demazeau, Franco Zambonelli, Juan M. Corchado Rodríguez, Javier Bajo Pérez",N/A,N/A
"Heterogeneity, High Performance Computing, Self-Organization and the Cloud","Theo Lynn, John P. Morrison, David Kenny",N/A,N/A
"Combinatorial Optimization and Applications: 11th International Conference, COCOA 2017, Shanghai, China, December 16-18, 2017, Proceedings, Part II","Xiaofeng Gao, Hongwei Du, Meng Han",N/A,N/A
e-Business and Telecommunication Networks,"João Ascenso, Luminita Vasiu, Carlos Belo, Mónica Saramago",N/A,N/A
Data Privacy Games,"Lei Xu, Chunxiao Jiang, Qian, Yi, Yong Ren",N/A,1 Want to read
"Environmental Software Systems. Computer Science for Environmental Protection: 12th IFIP WG 5.11 International Symposium, ISESS 2017, Zadar, Croatia, ... and Communication Technology )","Jiří Hřebíček, Ralf Denzer, Gerald Schimak, Tomáš Pitner",N/A,N/A
"Telematics - Support for Transport: 14th International Conference on Transport Systems Telematics, TST 2014, Katowice/Krakow/Ustron, Poland, October 22-25, 2014. Proceedings",Jerzy Mikulski,N/A,N/A
"Tools for Practical Software Verification: International Summer School, LASER 2011, Elba Island, Italy, Revised Tutorial Lectures","Bertrand Meyer, Martin Nordio",N/A,N/A
"Human-Computer Interaction : Applications and Services: 15th International Conference, HCI International 2013, Las Vegas, NV, USA, July 21-26, 2013, Proceedings, Part II",Masaaki Kurosu,N/A,N/A
"Cyberspace Safety and Security: 4th International Symposium, CSS 2012, Melbourne, Australia, December 12-13, 2012, Proceedings","Yang Xiang, Javier Lopez, C.-C. Jay Kuo, Wanlei Zhou",N/A,N/A
Engineering Secure Future Internet Services and Systems: Current Research,"Maritta Heisel, Wouter Joosen, Javier López, Fabio Martinelli",N/A,N/A
"Emerging Trends in Electrical, Electronic and Communications Engineering: Proceedings of the First International Conference on Electrical, Electronic ...","Peter Fleming, Nalinaksh Vyas, Saeid Sanei, Kalyanmoy Deb",N/A,1 Want to read
Transactions on Petri Nets and Other Models of Concurrency IX,"Maciej Koutny, Serge Haddad, Alex Yakovlev",N/A,N/A
"Business Process Management Workshops: BPM 2013 International Workshops, Beijing, China, August 26, 2013, Revised Papers","Niels Lohmann, Minseok Song, Petia Wohed",N/A,N/A
Enterprise Mobility: Tiny Technology with Global Impact on Work,C. Sørensen,N/A,N/A
"Pairing-Based Cryptography -- Pairing 2012: 5th International Conference, Cologne, Germany, May 16-18, 2012, Revised Selected Papers","Michel Abdalla, Tanja Lange",N/A,N/A
"Language, Life, Limits: 10th Conference on Computability in Europe, CiE 2014, Budapest, Hungary, June 23-27, 2014, Proceedings","Arnold Beckmann, Ersébet Csuhaj-Varjú, Klaus Meer",N/A,N/A
"Brain Informatics and Health: International Conference, BIH 2014, Warsaw, Poland, August 11-14, 2014. Proceedings","Dominik Slezak, Ah-Hwee Tan, James F. Peters, Lars Schwabe",N/A,N/A
"Fog Computing: Concepts, Frameworks and Technologies",Zaigham Mahmood,N/A,N/A
"Theory and Applications of Satisfiability Testing - SAT 2014: 17th International Conference, Held As Part of the Vienna Summer of Logic, VSL 2014, Vienna, Austria, July 14-17, 2014, Proceedings","Carsten Sinz, Uwe Egly",N/A,N/A
IT Für Soziale Inklusion: Digitalisierung - Künstliche Intelligenz - Zukunft Für Alle,Aljoscha Burchardt,N/A,N/A
"Theory and Practice of Model Transformations: 7th International Conference, ICMT 2014, Held As Part of STAF 2014, York, UK, July 21-22, 2014, Proceedings","Davide Di Ruscio, Dániel Varró",N/A,N/A
"Computational Methods and Clinical Applications in Musculoskeletal Imaging: 5th International Workshop, MSKI 2017, Held in Conjunction with MICCAI ...","Tomaž Vrtovec, Jianhua Yao, Guoyan Zheng, Jose M. Pozo",N/A,N/A
"Smart STEM-Driven Computer Science Education: Theory, Methodology and Robot-based Practices","Vytautas Štuikys, Renata Burbaitė",N/A,N/A
"Computer Analysis of Images and Patterns: 17th International Conference, CAIP 2017, Ystad, Sweden, August 22-24, 2017, Proceedings, Part II","Michael Felsberg, Anders Heyden, Norbert Krüger",N/A,N/A
"ICT for Promoting Human Development and Protecting the Environment: 6th IFIP World Information Technology Forum, WITFOR 2016, San José, Costa Rica, ... and Communication Technology )","Francisco J. Mata, Ana Pont",N/A,N/A
"Sensor Systems and Software: 4th International ICST Conference, S-Cube 2013, Lucca, Italy, June 11-12, 2013, Revised Selected Papers","Marco Zuniga, Gianluca Dini",N/A,N/A
"Linear-Fractional Programming Theory, Methods, Applications and Software",E.B. Bajalinov,N/A,2 Want to read
"Algorithms and Computation: 8th International Workshop, WALCOM 2014, Chennai, India, February 13-15, 2014, Proceedings","Sudebkumar Prasant Pal, Kunihiko Sadakane",N/A,N/A
"Frontiers in Gaming Simulation: 44th International Simulation and Gaming Association Conference, ISAGA 2013 and 17th IFIP WG 5. 7 Workshop on Experimental Interactive Learning in Industrial Management, Stockholm, Sweden, June 24-28, 2013. Revised Selected Papers","Sebastiaan A. Meijer, Riitta Smeds",N/A,N/A
Shen ru li jie ji suan ji xi tong: Computer systems: a programmer's perspective,Randal E. Bryant,N/A,1 Want to read
"Future and Emergent Trends in Language Technology: First International Workshop, FETLT 2015, Seville, Spain, November 19-20, 2015, Revised Selected Papers","José F. Quesada, Francisco-Jesús Martín Mateos, Teresa Lopez-Soto",N/A,N/A
"Privacy, Data Protection and Cybersecurity in Europe","Wolf J. Schünemann, Max-Otto Baumann",N/A,N/A
Model-Driven Development and Operation of Multi-Cloud Applications: The MODAClouds Approach,"Elisabetta Di Nitto, Peter Matthews, Dana Petcu, Arnor Solberg",N/A,N/A
A Practical Guide to TPM 2.0: Using the Trusted Platform Module in the New Age of Security,Will Arthur,N/A,1 Want to read
Beginning Drupal 8,Todd Tomlinson,N/A,N/A
DSP Architecture Design Essentials,Dejan Marković,N/A,N/A
"Graph Transformation: 9th International Conference, ICGT 2016, in Memory of Hartmut Ehrig, Held As Part of STAF 2016, Vienna, Austria, July 5-6, 2016, Proceedings","Rachid Echahed, Mark Minas",N/A,N/A
"Big Data: Related Technologies, Challenges and Future Prospects","Min Chen, Shiwen Mao, Yin Zhang, Victor C.M. Leung",N/A,N/A
"Software Language Engineering: 6th International Conference, SLE 2013, Indianapolis, in, USA, October 26-28, 2013. Proceedings","Martin Erwig, Richard F. Paige, Eric Van Wyk",N/A,N/A
Communicating with Virtual Worlds,Nadia Magnenat Thalmann,N/A,N/A
Communication from an Artificial Intelligence Perspective: Theoretical and Applied Issues,Andrew Ortony,N/A,N/A
Communication Protocol Specification and Verification,Richard Lai,N/A,N/A
"Communication Technologies for Vehicles: 4th International Workshop, Nets4Cars/Nets4Trains 2012, Vilnius, Lithuania, April 25-27, 2012. Proceedings",Alexey Vinel,N/A,N/A
Complexity of Lattice Problems: a Cryptographic Perspective,Daniele Micciancio,N/A,N/A
Computational Fluid Dynamics 2008,Haecheon Choi,N/A,N/A
"Computational Processing of the Portuguese Language: 10th International Conference, PROPOR 2012, Coimbra, Portugal, April 17-20, 2012. Proceedings",Helena Caseli,N/A,N/A
"Computational Topology in Image Context: 4th International Workshop, CTIC 2012, Bertinoro, Italy, May 28-30, 2012. Proceedings",Massimo Ferri,N/A,N/A
"Computation, Physics and Beyond: International Workshop on Theoretical Computer Science, WTCS 2012, Dedicated to Cristian S. Calude on the Occasion of His 60th Birthday, Auckland, New Zealand, February 21-24, 2012, Revised Selected and Invited Papers",Michael J. Dinneen,N/A,N/A
"Mathematical Modeling and Computational Science: International Conference, MMCP 2011, Stará Lesná, Slovakia, July 4-8, 2011, Revised Selected Papers",Gheorghe Adam,N/A,N/A
Numerical Methods for Nonlinear Engineering Models,John R. Hauser,N/A,N/A
The Object-Z Specification Language,Graeme Smith,N/A,N/A
"Foundations of Software Science and Computational Structures: 15th International Conference, FOSSACS 2012, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2012, Tallinn, Estonia, March 24 – April 1, 2012. Proceedings",Lars Birkedal,N/A,N/A
Fracture Mechanics,Alan T. Zehnder,N/A,N/A
"Frontiers in Algorithmics and Algorithmic Aspects in Information and Management: Joint International Conference, FAW-AAIM 2012, Beijing, China, May 14-16, 2012. Proceedings",Jack Snoeyink,N/A,N/A
AP Computer Science Principles: With 4 Practice Tests,Seth Reichelson,N/A,7 Want to read
Advanced Real-Time Manipulation of Video Streams,Jan Herling,N/A,N/A
"Algorithm Theory -- SWAT 2014: 14th Scandinavian Symposium and Workshops, SWAT 2014, Copenhagen, Denmark, July 2-4, 2014. Proceedings","Inge Li Gørtz, R. Ravi",N/A,N/A
"Programming Languages and Systems: 11th International Symposium, APLAS 2013, Melbourne, VIC, Australia, December 9-11, 2013, Proceedings",Chung-chien Shan,N/A,N/A
"Cryptographic Hardware and Embedded Systems -- CHES 2013: 15th International Workshop, Santa Barbara, CA, USA, August 20-23, 2013, Proceedings","Guido Marco Bertoni, Jean-Sébastien Coron",N/A,N/A
"Sound, Music, and Motion: 10th International Symposium, CMMR 2013, Marseille, France, October 15-18, 2013. Revised Selected Papers","Mitsuko Aramaki, Olivier Derrien, Richard Kronland-Martinet, Sølvi Ystad",N/A,N/A
Tree-Structure Based Hybrid Computational Intelligence: Theoretical Foundations and Applications,"Yuehui Chen, Ajith Abraham",N/A,N/A
"Wireless Networking for Moving Objects: Protocols, Architectures, Tools, Services and Applications","Ivan Ganchev, Marília Curado, Andreas Kassler",N/A,N/A
"Security Protocols XXII: 22nd International Workshop, Cambridge, UK, March 19-21, 2014, Revised Selected Papers","Bruce Christianson, James Malcolm, Vashek Matyáš, Petr Švenda, Frank Stajano, Jonathan Anderson",N/A,N/A
"Critical Information Infrastructure Security: 6th International Workshop, CRITIS 2011, Lucerne, Switzerland, September 8-9, 2011, Revised Selected Papers","Sandro Bologna, Bernhard Hämmerli, Dimitris Gritzalis, Stephen Wolthusen",N/A,N/A
Horizons of the Mind. a Tribute to Prakash Panangaden: Essays Dedicated to Prakash Panangaden on the Occasion of His 60th Birthday,"Franck van Breugel, Elham Kashefi, Catuscia Palamidessi, Jan Rutten",N/A,N/A
"Klimawandel in Deutschland: Entwicklung, Folgen, Risiken und Perspektiven","Guy P. Brasseur, Daniela Jacob, Susanne Schuck-Zöller",N/A,N/A
High-Speed Decoders for Polar Codes,"Pascal Giard, Claude Thibeault, Warren J. Gross",N/A,N/A
"Quantitative Evaluation of Systems: 11th International Conference, QEST 2014, Florence, Italy, September 8-10, 2014, Proceedings","Gethin Norman, William Sanders",N/A,N/A
"Runtime Verification: 5th International Conference, RV 2014, Toronto, on, Canada, September 22-25, 2014. Proceedings","Borzoo Bonakdarpour, Scott A. Smolka",N/A,N/A
Lauren Ipsum: A Story About Computer Science and Other Improbable Things,Carlos Bueno,4.0 (1 rating),1 Want to read
"Computer Security - Esorics 94: Third European Symposium on Research in Computer Security, Brighton, United Kingdom, November 7 - 9, 1994. Proceedings (Lecture Notes in Computer Science)",Dieter Gollmann,N/A,N/A
Mastering Python Scientific Computing: A Complete Guide for Python Programmers to Master Scientific Computing Using Python APIs and Tools,Hemant Kumar Mehta,N/A,N/A
